car_name,brand,year,mileage_km,location,transmission,fuel_type,engine_size_cc,condition,service_history,accident_history,color,owner_count,price_rp,instalment_rp_monthly
Toyota Avanza,Toyota,2011,167763,Jakarta Barat,Automatic,Hybrid,1000,Excellent,Partial Service Record,Never,Gray,3,165995308,3402903
Toyota Agya,Toyota,2022,54231,Bekasi,Automatic,Diesel,1200,Excellent,Unknown,Unknown,Blue,2,221432356,4539363
Mitsubishi Xpander,Mitsubishi,2017,110718,Semarang,Automatic,Diesel,2000,Excellent,Full Service Record,Never,White,1,215530713,4418379
Daihatsu Terios,Daihatsu,2017,109249,Bekasi,Automatic,Petrol,1500,Excellent,Partial Service Record,Minor Accident,Gray,1,92347623,1893126
Daihatsu Terios,Daihatsu,2018,27575,Jakarta Utara,Manual,Petrol,1500,Fair,Unknown,Never,Red,1,70000000,1435000
Hyundai Creta,Hyundai,2016,99710,Padang,Automatic,Petrol,1500,Excellent,Partial Service Record,Unknown,Red,3,205616962,4215147
Toyota Innova,Toyota,2024,8461,Pekanbaru,Manual,Hybrid,1000,Good,Unknown,Never,Silver,1,254008650,5207177
Honda Mobilio,Honda,2024,35574,Medan,Manual,Petrol,2400,Excellent,Partial Service Record,Never,Gray,1,242207106,4965245
Daihatsu Sigra,Daihatsu,2022,22066,Pekanbaru,Manual,Petrol,2000,Excellent,Full Service Record,Minor Accident,Silver,1,154429879,3165812
Daihatsu Xenia,Daihatsu,2014,125160,Jakarta Barat,Automatic,Petrol,2000,Good,Full Service Record,Never,White,1,92685541,1900053
Mitsubishi Outlander,Mitsubishi,2018,93221,Semarang,Automatic,Diesel,1000,Good,Unknown,Never,Black,1,227955265,4673082
Toyota Avanza,Toyota,2015,108823,Makassar,Automatic,Hybrid,2000,Excellent,Partial Service Record,Never,Blue,3,199592096,4091637
Daihatsu Terios,Daihatsu,2020,83571,Medan,Automatic,Petrol,1800,Good,Partial Service Record,Never,Blue,1,106665833,2186649
Hyundai Creta,Hyundai,2014,136954,Tangerang,Automatic,Electric,1000,Fair,Full Service Record,Never,Red,2,197332380,4045313
Honda HR-V,Honda,2015,164992,Padang,Automatic,Hybrid,1800,Good,Partial Service Record,Never,Blue,1,143961468,2951210
Daihatsu Terios,Daihatsu,2019,72665,Tangerang,Manual,Petrol,1500,Excellent,Full Service Record,Unknown,Blue,1,109237149,2239361
Nissan Livina,Nissan,2016,109626,Padang,Automatic,Petrol,2000,Excellent,Full Service Record,Never,White,2,132695382,2720255
Honda CR-V,Honda,2017,122479,Bandung,Automatic,Petrol,1300,Excellent,Full Service Record,Never,Gray,2,158079630,3240632
Mitsubishi Outlander,Mitsubishi,2024,12203,Depok,Automatic,Diesel,2000,Good,Full Service Record,Never,Black,1,289633345,5937483
Toyota Fortuner,Toyota,2019,111208,Jakarta Selatan,Manual,Hybrid,1800,Good,Full Service Record,Never,Red,1,208954603,4283569
Suzuki Baleno,Suzuki,2021,68692,Tangerang,Automatic,Hybrid,1500,Excellent,Partial Service Record,Minor Accident,Gray,1,194341731,3984005
Honda CR-V,Honda,2013,150530,Pekanbaru,Manual,Petrol,2400,Good,Partial Service Record,Never,Gray,1,126690849,2597162
Mitsubishi Xpander,Mitsubishi,2014,141105,Bogor,Manual,Petrol,2400,Excellent,Full Service Record,Never,Blue,3,200591636,4112128
Suzuki Baleno,Suzuki,2025,63312,Bekasi,Automatic,Hybrid,1800,Excellent,Full Service Record,Never,Gray,2,221134388,4533254
Toyota Rush,Toyota,2016,128795,Tangerang,Manual,Diesel,1500,Good,Full Service Record,Never,Blue,1,156197469,3202048
Hyundai Ioniq,Hyundai,2016,122708,Bogor,Manual,Petrol,1800,Excellent,Unknown,Never,Blue,1,162221890,3325548
Mazda Mazda2,Mazda,2014,141613,Bogor,Automatic,Petrol,1300,Excellent,Unknown,Unknown,Blue,1,223843112,4588783
Daihatsu Xenia,Daihatsu,2019,102668,Jakarta Utara,Automatic,Petrol,1800,Excellent,Partial Service Record,Never,White,1,118933069,2438127
Hyundai Ioniq,Hyundai,2024,4000,Surabaya,Automatic,Petrol,1000,Excellent,Full Service Record,Never,White,1,251300052,5151651
Suzuki Ertiga,Suzuki,2016,116738,Jakarta Selatan,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Gray,2,121607353,2492950
Hyundai Ioniq,Hyundai,2018,44994,Jakarta Barat,Automatic,Electric,1500,Fair,Full Service Record,Never,Red,2,255856377,5245055
Nissan X-Trail,Nissan,2012,158398,Bogor,Automatic,Petrol,1800,Fair,Partial Service Record,Never,Silver,1,95564915,1959080
Mazda Mazda3,Mazda,2013,171262,Pekanbaru,Automatic,Petrol,1000,Good,Partial Service Record,Minor Accident,White,2,202528752,4151839
Suzuki Ertiga,Suzuki,2021,84880,Pekanbaru,Automatic,Hybrid,1000,Excellent,Full Service Record,Never,Blue,2,168224661,3448605
Daihatsu Ayla,Daihatsu,2011,190907,Bandung,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,Blue,3,70000000,1435000
Nissan March,Nissan,2013,167519,Jakarta Selatan,Automatic,Petrol,1300,Good,Unknown,Never,Black,2,89678813,1838415
Hyundai Stargazer,Hyundai,2013,125113,Medan,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,White,2,184723464,3786831
Daihatsu Ayla,Daihatsu,2012,155789,Bekasi,Automatic,Petrol,1300,Good,Partial Service Record,Never,Black,1,70000000,1435000
Mitsubishi Outlander,Mitsubishi,2021,86539,Medan,Automatic,Diesel,1500,Good,Partial Service Record,Never,Black,1,251804562,5161993
Daihatsu Ayla,Daihatsu,2018,86570,Semarang,Automatic,Petrol,1500,Good,Full Service Record,Minor Accident,White,1,108846134,2231345
Mitsubishi Outlander,Mitsubishi,2023,33552,Bandung,Automatic,Petrol,1200,Good,Unknown,Never,White,2,246531025,5053886
Daihatsu Xenia,Daihatsu,2017,93499,Depok,Automatic,Petrol,1200,Good,Partial Service Record,Never,Gray,2,90718861,1859736
Hyundai Creta,Hyundai,2011,163192,Jakarta Barat,Automatic,Petrol,2400,Good,Full Service Record,Never,Gray,1,142426610,2919745
Hyundai Stargazer,Hyundai,2014,135535,Bekasi,Automatic,Electric,2000,Fair,Full Service Record,Never,Gray,1,184911551,3790686
Daihatsu Ayla,Daihatsu,2018,84100,Bogor,Automatic,Petrol,1200,Excellent,Unknown,Never,Silver,1,118073449,2420505
Mitsubishi Outlander,Mitsubishi,2014,161235,Depok,Automatic,Diesel,2400,Excellent,Partial Service Record,Never,White,1,210455788,4314343
Nissan March,Nissan,2023,39876,Pekanbaru,Automatic,Petrol,2000,Good,Full Service Record,Never,Blue,2,202725821,4155879
Toyota Calya,Toyota,2012,186339,Bogor,Automatic,Hybrid,2000,Fair,Unknown,Unknown,Blue,1,138237568,2833870
Suzuki Baleno,Suzuki,2022,23029,Surabaya,Automatic,Hybrid,1500,Excellent,Full Service Record,Never,Black,1,193364238,3963966
Daihatsu Sigra,Daihatsu,2014,166058,Jakarta Utara,Automatic,Petrol,1800,Good,Partial Service Record,Minor Accident,White,1,70722036,1449801
Hyundai Creta,Hyundai,2025,12386,Padang,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,White,3,256289804,5253940
Daihatsu Ayla,Daihatsu,2012,201108,Bandung,Manual,Petrol,2400,Excellent,Partial Service Record,Never,Black,2,88855704,1821541
Mazda Mazda2,Mazda,2023,35050,Jakarta Utara,Automatic,Petrol,1000,Good,Partial Service Record,Never,Silver,2,284511064,5832476
Mitsubishi Outlander,Mitsubishi,2013,129118,Bandung,Automatic,Petrol,1800,Good,Full Service Record,Never,Gray,2,150214007,3079387
Mitsubishi Pajero,Mitsubishi,2016,143115,Depok,Manual,Petrol,1300,Good,Unknown,Minor Accident,Blue,2,147427828,3022270
Daihatsu Xenia,Daihatsu,2014,141543,Makassar,Automatic,Petrol,1000,Good,Full Service Record,Never,Silver,2,70000000,1435000
Mazda Mazda3,Mazda,2012,129261,Padang,Automatic,Petrol,1300,Excellent,Unknown,Never,Blue,2,204916353,4200785
Suzuki Karimun,Suzuki,2019,86613,Tangerang,Automatic,Petrol,1500,Good,Partial Service Record,Never,White,1,131824984,2702412
Mazda CX-5,Mazda,2015,136162,Padang,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,White,1,216984306,4448178
Daihatsu Sigra,Daihatsu,2022,67370,Jakarta Selatan,Manual,Petrol,1800,Good,Full Service Record,Never,Silver,1,125257601,2567780
Toyota Fortuner,Toyota,2011,115425,Bogor,Automatic,Hybrid,1000,Excellent,Partial Service Record,Unknown,White,1,134184111,2750774
Nissan Livina,Nissan,2021,80679,Medan,Automatic,Petrol,2000,Excellent,Full Service Record,Never,Black,1,177792528,3644746
Suzuki XL7,Suzuki,2020,63457,Depok,Manual,Petrol,1000,Good,Partial Service Record,Minor Accident,Gray,1,101912250,2089201
Hyundai Stargazer,Hyundai,2017,142672,Tangerang,Automatic,Electric,1200,Fair,Unknown,Unknown,Gray,1,238465661,4888546
Mazda CX-5,Mazda,2011,149070,Medan,Automatic,Petrol,1500,Fair,Full Service Record,Never,Blue,2,148060663,3035243
Hyundai Creta,Hyundai,2023,45816,Bandung,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,Black,2,240960835,4939697
Mazda Mazda3,Mazda,2025,19410,Bekasi,Manual,Petrol,1800,Excellent,Partial Service Record,Never,White,1,304479892,6241837
Suzuki Baleno,Suzuki,2021,52401,Bekasi,Automatic,Hybrid,1800,Excellent,Full Service Record,Never,Gray,2,205383905,4210370
Suzuki Karimun,Suzuki,2023,22071,Surabaya,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Silver,1,174290006,3572945
Mazda Mazda2,Mazda,2015,125272,Bogor,Automatic,Petrol,1200,Good,Full Service Record,Minor Accident,Gray,1,203755230,4176982
Suzuki Karimun,Suzuki,2013,149759,Pekanbaru,Manual,Hybrid,1800,Excellent,Unknown,Never,Blue,3,110293171,2261010
Hyundai Ioniq,Hyundai,2016,97438,Bandung,Manual,Electric,2000,Good,Unknown,Unknown,Silver,3,255274752,5233132
Nissan X-Trail,Nissan,2015,149873,Pekanbaru,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,Red,3,138502096,2839292
Suzuki Karimun,Suzuki,2011,160340,Makassar,Manual,Petrol,1300,Good,Partial Service Record,Never,Black,1,70000000,1435000
Honda City,Honda,2023,54417,Bogor,Automatic,Hybrid,1000,Excellent,Full Service Record,Never,Red,2,252701389,5180378
Mazda Mazda3,Mazda,2025,4000,Semarang,Automatic,Petrol,1300,Good,Full Service Record,Never,White,1,303403890,6219779
Nissan Livina,Nissan,2018,92810,Makassar,Manual,Petrol,2400,Good,Full Service Record,Never,Red,1,142148511,2914044
Toyota Agya,Toyota,2013,153078,Bogor,Automatic,Hybrid,2400,Excellent,Full Service Record,Unknown,White,1,179665229,3683137
Honda HR-V,Honda,2022,47715,Semarang,Manual,Hybrid,1500,Good,Full Service Record,Never,Black,3,226490863,4643062
Mazda Mazda3,Mazda,2020,89213,Jakarta Selatan,Manual,Petrol,1800,Good,Full Service Record,Never,Black,1,240871607,4937867
Hyundai Creta,Hyundai,2020,68357,Semarang,Automatic,Electric,2000,Excellent,Partial Service Record,Minor Accident,Blue,2,304057018,6233168
Suzuki Baleno,Suzuki,2018,87757,Bekasi,Automatic,Petrol,1300,Good,Full Service Record,Never,White,1,123972315,2541432
Mazda Mazda2,Mazda,2014,140412,Padang,Manual,Petrol,2400,Excellent,Partial Service Record,Never,White,1,216536326,4438994
Toyota Fortuner,Toyota,2021,77658,Jakarta Selatan,Manual,Hybrid,1000,Excellent,Partial Service Record,Never,White,1,231989808,4755791
Honda HR-V,Honda,2024,4000,Jakarta Selatan,Manual,Petrol,1200,Excellent,Full Service Record,Never,Gray,1,217867854,4466291
Suzuki XL7,Suzuki,2024,5627,Padang,Manual,Hybrid,1200,Good,Full Service Record,Never,Silver,2,196660872,4031547
Mazda Mazda3,Mazda,2025,4000,Semarang,Automatic,Petrol,1300,Good,Full Service Record,Never,Red,1,294827661,6043967
Mazda Mazda2,Mazda,2019,120490,Surabaya,Automatic,Petrol,1000,Excellent,Full Service Record,Unknown,Gray,2,242098851,4963026
Hyundai Ioniq,Hyundai,2016,99124,Bekasi,Automatic,Electric,2400,Excellent,Full Service Record,Minor Accident,Blue,2,250548817,5136250
Toyota Fortuner,Toyota,2025,4000,Pekanbaru,Automatic,Hybrid,2400,Good,Unknown,Unknown,Blue,1,295809691,6064098
Mitsubishi Pajero,Mitsubishi,2023,21439,Tangerang,Manual,Petrol,1300,Excellent,Partial Service Record,Minor Accident,Silver,2,248985481,5104202
Honda HR-V,Honda,2011,168975,Tangerang,Automatic,Petrol,1000,Good,Full Service Record,Never,Red,1,97664527,2002122
Mitsubishi Xpander,Mitsubishi,2015,158378,Jakarta Barat,Manual,Diesel,1500,Excellent,Partial Service Record,Unknown,White,3,224507022,4602393
Toyota Yaris,Toyota,2022,39631,Bogor,Automatic,Petrol,1000,Excellent,Partial Service Record,Minor Accident,Black,1,218352522,4476226
Mitsubishi Pajero,Mitsubishi,2020,77251,Tangerang,Manual,Diesel,1000,Excellent,Partial Service Record,Unknown,Gray,2,222135015,4553767
Toyota Yaris,Toyota,2018,63765,Jakarta Utara,Manual,Hybrid,1200,Fair,Partial Service Record,Never,Red,1,170215021,3489407
Nissan Livina,Nissan,2016,123743,Surabaya,Automatic,Petrol,2000,Good,Full Service Record,Never,Blue,2,130515028,2675558
Honda CR-V,Honda,2022,18321,Bekasi,Automatic,Hybrid,2400,Excellent,Full Service Record,Never,Blue,2,273567659,5608137
Mitsubishi Xpander,Mitsubishi,2024,18355,Bandung,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,Silver,2,272553517,5587347
Mitsubishi Xpander,Mitsubishi,2024,10322,Surabaya,Automatic,Diesel,2000,Good,Full Service Record,Unknown,Blue,3,282341201,5787994
Mazda Mazda3,Mazda,2012,169048,Padang,Automatic,Petrol,1200,Excellent,Full Service Record,Never,White,1,209416685,4293042
Toyota Avanza,Toyota,2025,23419,Bandung,Automatic,Petrol,1000,Good,Partial Service Record,Never,Silver,1,235030111,4818117
Hyundai Ioniq,Hyundai,2023,11953,Makassar,Automatic,Electric,1500,Excellent,Partial Service Record,Never,Gray,1,310388507,6362964
Honda CR-V,Honda,2019,63544,Pekanbaru,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Silver,3,200380328,4107796
Mazda Mazda3,Mazda,2011,183484,Jakarta Utara,Automatic,Petrol,1200,Excellent,Full Service Record,Unknown,Blue,2,223662843,4585088
Hyundai Creta,Hyundai,2024,36371,Tangerang,Manual,Petrol,1800,Good,Partial Service Record,Never,White,1,252031908,5166654
Toyota Agya,Toyota,2017,133512,Medan,Automatic,Petrol,1300,Good,Full Service Record,Never,Silver,1,136123107,2790523
Daihatsu Ayla,Daihatsu,2011,171505,Jakarta Utara,Automatic,Petrol,1800,Good,Full Service Record,Never,Blue,1,70000000,1435000
Nissan Livina,Nissan,2024,4000,Medan,Automatic,Petrol,1300,Good,Partial Service Record,Never,Gray,1,195064699,3998826
Mitsubishi Outlander,Mitsubishi,2012,171359,Surabaya,Manual,Petrol,1800,Good,Partial Service Record,Never,White,1,144931422,2971094
Hyundai Creta,Hyundai,2024,9696,Tangerang,Automatic,Electric,1300,Excellent,Unknown,Never,Silver,3,322343077,6608033
Suzuki Ertiga,Suzuki,2023,19360,Jakarta Utara,Automatic,Hybrid,1200,Good,Full Service Record,Never,Red,1,197434908,4047415
Honda HR-V,Honda,2013,181347,Pekanbaru,Manual,Hybrid,1300,Excellent,Partial Service Record,Minor Accident,Silver,1,148754709,3049471
Mitsubishi Xpander,Mitsubishi,2023,47136,Bogor,Automatic,Diesel,1800,Good,Partial Service Record,Never,Blue,1,271053012,5556586
Hyundai Stargazer,Hyundai,2015,118894,Surabaya,Manual,Petrol,2400,Excellent,Full Service Record,Never,Blue,2,185984341,3812678
Honda CR-V,Honda,2025,11663,Surabaya,Automatic,Hybrid,2000,Fair,Full Service Record,Never,Gray,3,249899377,5122937
Nissan X-Trail,Nissan,2020,70457,Pekanbaru,Manual,Petrol,2400,Good,Full Service Record,Never,Blue,1,154591275,3169121
Mazda Mazda3,Mazda,2019,86971,Jakarta Barat,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Blue,2,258277780,5294694
Hyundai Stargazer,Hyundai,2017,100693,Depok,Automatic,Petrol,2000,Excellent,Unknown,Minor Accident,Gray,2,212987092,4366235
Honda HR-V,Honda,2019,49798,Bekasi,Automatic,Petrol,2000,Excellent,Full Service Record,Unknown,Blue,2,216594503,4440187
Daihatsu Sigra,Daihatsu,2024,6425,Bogor,Automatic,Petrol,1300,Excellent,Unknown,Minor Accident,Blue,1,166621272,3415736
Hyundai Ioniq,Hyundai,2016,110424,Jakarta Selatan,Manual,Electric,2000,Fair,Full Service Record,Never,Gray,1,231244141,4740504
Mazda CX-5,Mazda,2015,132506,Depok,Manual,Petrol,1300,Excellent,Full Service Record,Never,Red,1,219074391,4491025
Honda CR-V,Honda,2013,136518,Bogor,Automatic,Hybrid,1200,Excellent,Partial Service Record,Never,Red,1,155112495,3179806
Toyota Rush,Toyota,2024,27353,Jakarta Barat,Automatic,Petrol,1000,Good,Full Service Record,Never,Red,2,214163504,4390351
Mazda Mazda3,Mazda,2022,41137,Bandung,Automatic,Petrol,1200,Excellent,Unknown,Never,Gray,1,297515156,6099060
Mazda Mazda2,Mazda,2014,130329,Bogor,Manual,Petrol,1000,Excellent,Unknown,Never,Black,2,226497181,4643192
Daihatsu Ayla,Daihatsu,2020,49135,Padang,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Red,1,128314217,2630441
Hyundai Creta,Hyundai,2023,44036,Tangerang,Automatic,Electric,1300,Good,Unknown,Never,Black,1,302544388,6202159
Honda Brio,Honda,2016,127636,Bogor,Manual,Hybrid,1000,Excellent,Full Service Record,Never,Gray,3,197544756,4049667
Honda HR-V,Honda,2025,26403,Surabaya,Automatic,Petrol,2400,Good,Full Service Record,Unknown,Blue,1,249439583,5113511
Mitsubishi Pajero,Mitsubishi,2016,129887,Bekasi,Manual,Diesel,1000,Fair,Partial Service Record,Never,Black,1,195619967,4010209
Toyota Rush,Toyota,2016,131234,Semarang,Manual,Hybrid,1300,Excellent,Full Service Record,Never,Red,3,197226645,4043146
Hyundai Ioniq,Hyundai,2017,114877,Bandung,Automatic,Electric,1800,Fair,Full Service Record,Never,White,2,238992212,4899340
Suzuki XL7,Suzuki,2012,136348,Padang,Automatic,Petrol,1000,Excellent,Full Service Record,Never,White,2,93178717,1910163
Mitsubishi Xpander,Mitsubishi,2024,18975,Jakarta Selatan,Automatic,Petrol,2400,Good,Full Service Record,Never,Black,1,268834050,5511098
Suzuki Ertiga,Suzuki,2023,10217,Depok,Automatic,Petrol,1800,Good,Full Service Record,Never,Blue,3,170197514,3489049
Toyota Agya,Toyota,2020,96645,Bandung,Automatic,Hybrid,1800,Fair,Partial Service Record,Never,Blue,1,209140547,4287381
Suzuki Ertiga,Suzuki,2015,131747,Depok,Automatic,Petrol,1300,Excellent,Full Service Record,Unknown,Silver,1,78119970,1601459
Hyundai Creta,Hyundai,2016,142855,Depok,Manual,Petrol,1800,Good,Full Service Record,Unknown,Gray,1,156042048,3198861
Daihatsu Ayla,Daihatsu,2020,53454,Pekanbaru,Automatic,Petrol,2400,Good,Partial Service Record,Never,Silver,1,141026037,2891033
Mazda Mazda2,Mazda,2014,142346,Bandung,Automatic,Petrol,1200,Good,Unknown,Unknown,Black,2,209573433,4296255
Toyota Rush,Toyota,2014,148740,Semarang,Manual,Diesel,2400,Fair,Full Service Record,Unknown,Blue,2,125677115,2576380
Nissan Livina,Nissan,2013,150043,Tangerang,Automatic,Petrol,1800,Excellent,Full Service Record,Minor Accident,Red,1,101484674,2080435
Mazda Mazda2,Mazda,2023,39380,Makassar,Automatic,Petrol,1300,Good,Full Service Record,Never,Gray,3,276741186,5673194
Honda CR-V,Honda,2024,50678,Bandung,Automatic,Hybrid,1300,Good,Partial Service Record,Never,Blue,1,249863376,5122199
Hyundai Stargazer,Hyundai,2011,161425,Makassar,Manual,Electric,1800,Excellent,Full Service Record,Never,Red,1,218587790,4481049
Honda CR-V,Honda,2020,24517,Jakarta Barat,Automatic,Petrol,2000,Good,Full Service Record,Never,Silver,1,209719349,4299246
Mazda CX-5,Mazda,2025,40811,Padang,Automatic,Petrol,2400,Fair,Unknown,Minor Accident,Gray,1,289359084,5931861
Toyota Yaris,Toyota,2016,105750,Jakarta Utara,Automatic,Petrol,1800,Good,Full Service Record,Never,Black,1,166358209,3410343
Suzuki Ertiga,Suzuki,2017,128204,Jakarta Selatan,Automatic,Hybrid,2000,Excellent,Unknown,Never,Silver,2,185528282,3803329
Mitsubishi Outlander,Mitsubishi,2012,179734,Bandung,Automatic,Diesel,2000,Excellent,Partial Service Record,Unknown,Gray,1,172942996,3545331
Honda City,Honda,2018,92099,Depok,Automatic,Hybrid,1500,Good,Partial Service Record,Never,Red,2,189922464,3893410
Suzuki Ertiga,Suzuki,2020,78846,Makassar,Automatic,Hybrid,2000,Excellent,Full Service Record,Never,Gray,1,182415648,3739520
Toyota Calya,Toyota,2019,63470,Bandung,Automatic,Petrol,1800,Excellent,Full Service Record,Never,White,1,211514682,4336050
Daihatsu Ayla,Daihatsu,2016,121546,Jakarta Utara,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Blue,1,115855189,2375031
Nissan X-Trail,Nissan,2022,58692,Bandung,Automatic,Petrol,1300,Excellent,Full Service Record,Unknown,Blue,1,190410992,3903425
Mitsubishi Pajero,Mitsubishi,2021,46062,Jakarta Utara,Automatic,Diesel,1200,Good,Partial Service Record,Minor Accident,Silver,1,243414069,4989988
Hyundai Ioniq,Hyundai,2022,41154,Bogor,Automatic,Electric,1800,Good,Full Service Record,Never,Blue,1,300959337,6169666
Nissan Livina,Nissan,2025,17626,Makassar,Automatic,Petrol,2000,Good,Unknown,Never,Gray,1,213316582,4372989
Mitsubishi Xpander,Mitsubishi,2024,47818,Bogor,Automatic,Diesel,1300,Excellent,Partial Service Record,Never,Silver,2,280421575,5748642
Nissan X-Trail,Nissan,2023,35943,Pekanbaru,Automatic,Petrol,2000,Good,Partial Service Record,Minor Accident,Red,3,183624268,3764297
Hyundai Creta,Hyundai,2021,52248,Jakarta Selatan,Automatic,Petrol,1000,Fair,Partial Service Record,Never,White,3,185145771,3795488
Honda City,Honda,2020,69364,Depok,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Blue,2,201836346,4137645
Suzuki Karimun,Suzuki,2019,104883,Bandung,Manual,Hybrid,1300,Excellent,Partial Service Record,Never,Gray,2,148282483,3039790
Hyundai Creta,Hyundai,2023,24452,Bandung,Automatic,Petrol,1800,Good,Unknown,Minor Accident,Blue,1,239848651,4916897
Mazda Mazda2,Mazda,2021,54595,Bekasi,Automatic,Petrol,2400,Good,Full Service Record,Never,White,2,289909160,5943137
Suzuki Ertiga,Suzuki,2012,156619,Tangerang,Automatic,Hybrid,2000,Good,Full Service Record,Unknown,Red,1,103535554,2122478
Mitsubishi Outlander,Mitsubishi,2025,8322,Semarang,Automatic,Petrol,1500,Good,Partial Service Record,Never,Red,2,263618514,5404179
Daihatsu Terios,Daihatsu,2021,63846,Makassar,Automatic,Petrol,1500,Good,Partial Service Record,Never,White,1,113303148,2322714
Toyota Rush,Toyota,2019,102609,Bogor,Manual,Diesel,1500,Excellent,Full Service Record,Never,Silver,2,197887323,4056690
Nissan Livina,Nissan,2012,129757,Pekanbaru,Automatic,Petrol,1000,Good,Partial Service Record,Never,Black,1,70000000,1435000
Honda Brio,Honda,2025,21998,Bandung,Automatic,Petrol,1800,Excellent,Partial Service Record,Never,Black,1,241936392,4959696
Honda Mobilio,Honda,2017,91951,Makassar,Automatic,Hybrid,1500,Good,Full Service Record,Never,Blue,1,211240337,4330426
Mazda Mazda2,Mazda,2015,142675,Bekasi,Automatic,Petrol,1000,Good,Full Service Record,Never,Red,3,223468777,4581109
Toyota Calya,Toyota,2021,82313,Semarang,Automatic,Petrol,2000,Good,Partial Service Record,Minor Accident,Black,3,198046452,4059952
Daihatsu Xenia,Daihatsu,2012,185920,Jakarta Utara,Automatic,Petrol,1300,Good,Partial Service Record,Unknown,Red,1,70000000,1435000
Nissan March,Nissan,2014,146843,Bogor,Automatic,Petrol,1200,Excellent,Partial Service Record,Unknown,Black,3,98104177,2011135
Mazda Mazda2,Mazda,2013,171020,Makassar,Manual,Petrol,1200,Excellent,Full Service Record,Never,Black,1,187162900,3836839
Nissan March,Nissan,2012,151019,Jakarta Barat,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Silver,1,128722231,2638805
Nissan X-Trail,Nissan,2011,178779,Jakarta Utara,Manual,Petrol,1300,Fair,Full Service Record,Minor Accident,Blue,1,76908529,1576624
Honda Mobilio,Honda,2016,147350,Surabaya,Automatic,Hybrid,1800,Good,Full Service Record,Never,Black,1,183468783,3761110
Mitsubishi Pajero,Mitsubishi,2011,165793,Bandung,Manual,Diesel,1800,Good,Partial Service Record,Never,White,2,148854409,3051515
Daihatsu Xenia,Daihatsu,2014,147550,Pekanbaru,Automatic,Petrol,1800,Good,Full Service Record,Never,Black,1,70000000,1435000
Mitsubishi Outlander,Mitsubishi,2019,77354,Jakarta Barat,Automatic,Diesel,2400,Excellent,Full Service Record,Never,Blue,2,267615695,5486121
Toyota Yaris,Toyota,2019,80488,Depok,Automatic,Diesel,1200,Good,Partial Service Record,Minor Accident,Red,1,202324697,4147656
Honda Mobilio,Honda,2012,175309,Semarang,Automatic,Petrol,1000,Fair,Full Service Record,Unknown,Gray,2,79670147,1633238
Hyundai Stargazer,Hyundai,2014,139148,Surabaya,Automatic,Electric,2400,Good,Unknown,Never,Blue,1,251958609,5165151
Honda Jazz,Honda,2023,35938,Medan,Manual,Petrol,1300,Good,Unknown,Never,Blue,1,200128612,4102636
Hyundai Creta,Hyundai,2018,86917,Jakarta Barat,Automatic,Electric,1300,Good,Full Service Record,Never,Blue,2,253664946,5200131
Toyota Innova,Toyota,2021,27149,Padang,Automatic,Diesel,1200,Good,Full Service Record,Never,White,1,206224554,4227603
Mitsubishi Xpander,Mitsubishi,2019,87475,Jakarta Utara,Manual,Petrol,1300,Excellent,Full Service Record,Unknown,Gray,2,210452556,4314277
Nissan Livina,Nissan,2025,19910,Bogor,Manual,Petrol,2400,Good,Partial Service Record,Unknown,Gray,2,204744916,4197270
Daihatsu Ayla,Daihatsu,2012,192879,Jakarta Utara,Manual,Petrol,1500,Excellent,Full Service Record,Never,White,1,70000000,1435000
Toyota Innova,Toyota,2021,57626,Padang,Automatic,Hybrid,2000,Excellent,Full Service Record,Never,Gray,3,267029031,5474095
Honda HR-V,Honda,2025,4000,Makassar,Manual,Petrol,1800,Fair,Full Service Record,Minor Accident,Gray,1,212910596,4364667
Nissan Livina,Nissan,2015,118427,Tangerang,Automatic,Petrol,2400,Good,Full Service Record,Minor Accident,White,3,125038065,2563280
Mitsubishi Outlander,Mitsubishi,2021,69727,Bandung,Automatic,Diesel,2400,Excellent,Partial Service Record,Unknown,Gray,1,280905460,5758561
Mitsubishi Xpander,Mitsubishi,2013,154478,Pekanbaru,Automatic,Diesel,1500,Excellent,Partial Service Record,Never,Gray,2,156882646,3216094
Suzuki XL7,Suzuki,2016,125027,Bandung,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Red,1,106959346,2192666
Mazda Mazda2,Mazda,2015,125644,Surabaya,Manual,Petrol,2400,Excellent,Partial Service Record,Never,Blue,1,221998225,4550963
Daihatsu Ayla,Daihatsu,2022,81656,Jakarta Utara,Automatic,Petrol,2000,Good,Partial Service Record,Never,Blue,1,130314504,2671447
