car_name,brand,year,mileage_km,location,transmission,fuel_type,engine_size_cc,condition,service_history,accident_history,color,owner_count,price_rp,instalment_rp_monthly
Suzuki Baleno,Suzuki,2020,59368,Medan,Automatic,Petrol,1800,Fair,Partial Service Record,Never,White,1,125000000,2562500
Daihatsu Ayla,Daihatsu,2019,92415,Surabaya,Automatic,Petrol,1200,Good,Full Service Record,Never,Black,3,82000000,1681000
Honda Brio,Honda,2017,102878,Padang,Manual,Petrol,1000,Good,Partial Service Record,Never,Blue,1,123000000,2521500
Suzuki Karimun,Suzuki,2015,161545,Tangerang,Manual,Hybrid,1500,Good,Unknown,Never,Red,1,128000000,2624000
Suzuki XL7,Suzuki,2021,80742,Tangerang,Automatic,Petrol,2000,Good,Partial Service Record,Never,Gray,1,152000000,3116000
Nissan Livina,Nissan,2015,121167,Makassar,Automatic,Petrol,1800,Fair,Unknown,Never,Black,3,109000000,2234500
Honda CR-V,Honda,2019,62118,Surabaya,Manual,Petrol,1800,Good,Partial Service Record,Unknown,Gray,1,143000000,2931500
Hyundai Ioniq,Hyundai,2021,50128,Depok,Automatic,Electric,2000,Good,Partial Service Record,Minor Accident,White,1,288000000,5904000
Honda Mobilio,Honda,2024,43176,Depok,Automatic,Hybrid,1500,Good,Partial Service Record,Never,White,1,250000000,5125000
Nissan Livina,Nissan,2018,86569,Jakarta Utara,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Silver,3,131000000,2685500
Honda HR-V,Honda,2022,57827,Depok,Automatic,Hybrid,1200,Good,Partial Service Record,Never,Gray,2,228000000,4674000
Hyundai Ioniq,Hyundai,2018,85814,Semarang,Automatic,Petrol,1000,Good,Partial Service Record,Never,Silver,2,208000000,4264000
Toyota Fortuner,Toyota,2013,162176,Medan,Automatic,Hybrid,2400,Excellent,Full Service Record,Never,Blue,1,188000000,3854000
Honda HR-V,Honda,2015,141506,Bogor,Automatic,Petrol,1800,Good,Partial Service Record,Unknown,White,1,152000000,3116000
Hyundai Stargazer,Hyundai,2013,173744,Jakarta Selatan,Automatic,Petrol,1000,Fair,Full Service Record,Minor Accident,Red,2,145000000,2972500
Suzuki Ertiga,Suzuki,2023,61798,Bandung,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Blue,2,168000000,3444000
Daihatsu Terios,Daihatsu,2015,155584,Surabaya,Automatic,Petrol,1000,Fair,Full Service Record,Never,Blue,2,70000000,1435000
Suzuki Ertiga,Suzuki,2024,14456,Jakarta Barat,Automatic,Petrol,1500,Excellent,Full Service Record,Never,White,2,178000000,3649000
Mitsubishi Xpander,Mitsubishi,2015,129353,Jakarta Utara,Manual,Diesel,1500,Excellent,Full Service Record,Never,Blue,1,225000000,4612500
Nissan March,Nissan,2024,4000,Pekanbaru,Automatic,Petrol,1300,Good,Partial Service Record,Never,Blue,1,188000000,3854000
Suzuki Karimun,Suzuki,2014,139757,Pekanbaru,Automatic,Petrol,2400,Excellent,Full Service Record,Unknown,White,2,146000000,2993000
Mazda Mazda2,Mazda,2019,84437,Jakarta Barat,Automatic,Petrol,1500,Good,Unknown,Never,Silver,1,270000000,5535000
Nissan March,Nissan,2021,52728,Medan,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Blue,3,182000000,3731000
Suzuki Karimun,Suzuki,2019,74935,Depok,Automatic,Petrol,1000,Fair,Full Service Record,Never,Blue,2,112000000,2296000
Hyundai Creta,Hyundai,2015,150577,Medan,Manual,Petrol,1300,Good,Full Service Record,Never,White,1,168000000,3444000
Mitsubishi Xpander,Mitsubishi,2022,64334,Jakarta Selatan,Automatic,Petrol,2400,Good,Partial Service Record,Unknown,White,2,240000000,4920000
Nissan March,Nissan,2019,91184,Jakarta Barat,Automatic,Petrol,1300,Good,Partial Service Record,Never,White,2,137000000,2808500
Hyundai Creta,Hyundai,2024,4000,Makassar,Manual,Petrol,1800,Good,Full Service Record,Never,Blue,1,245000000,5022500
Nissan March,Nissan,2024,27616,Jakarta Barat,Automatic,Petrol,2000,Fair,Partial Service Record,Never,Black,3,178000000,3649000
Daihatsu Ayla,Daihatsu,2020,65083,Padang,Manual,Petrol,1800,Good,Full Service Record,Never,Red,3,128000000,2624000
Suzuki Baleno,Suzuki,2020,95683,Jakarta Barat,Automatic,Petrol,1000,Excellent,Full Service Record,Unknown,Red,1,123000000,2521500
Toyota Rush,Toyota,2022,15558,Jakarta Utara,Automatic,Hybrid,1500,Excellent,Unknown,Unknown,Gray,2,272000000,5576000
Daihatsu Terios,Daihatsu,2016,109941,Pekanbaru,Automatic,Petrol,2000,Excellent,Full Service Record,Never,Gray,1,70000000,1435000
Mitsubishi Pajero,Mitsubishi,2024,13440,Jakarta Barat,Automatic,Diesel,1500,Good,Full Service Record,Never,Black,3,280000000,5740000
Suzuki XL7,Suzuki,2024,15601,Jakarta Utara,Manual,Hybrid,2400,Excellent,Full Service Record,Minor Accident,White,1,232000000,4756000
Mazda Mazda3,Mazda,2014,161236,Tangerang,Automatic,Petrol,1500,Good,Full Service Record,Never,Gray,1,190000000,3895000
Toyota Agya,Toyota,2022,5657,Depok,Manual,Petrol,1000,Fair,Unknown,Never,White,2,182000000,3731000
Suzuki Baleno,Suzuki,2013,152255,Jakarta Barat,Automatic,Petrol,1800,Good,Full Service Record,Never,Silver,2,88000000,1804000
Daihatsu Ayla,Daihatsu,2012,183312,Bekasi,Automatic,Petrol,1500,Fair,Full Service Record,Unknown,Red,1,70000000,1435000
Honda Brio,Honda,2019,101642,Pekanbaru,Automatic,Hybrid,2400,Excellent,Partial Service Record,Never,Gray,1,235000000,4817500
Hyundai Ioniq,Hyundai,2021,50116,Padang,Automatic,Electric,2000,Good,Unknown,Never,Silver,1,305000000,6252500
Toyota Avanza,Toyota,2011,167763,Jakarta Barat,Automatic,Hybrid,1000,Excellent,Partial Service Record,Never,Gray,3,165000000,3382500
Toyota Agya,Toyota,2022,54231,Bekasi,Automatic,Diesel,1200,Excellent,Unknown,Unknown,Blue,2,222000000,4551000
Mitsubishi Xpander,Mitsubishi,2017,110718,Semarang,Automatic,Diesel,2000,Excellent,Full Service Record,Never,White,1,215000000,4407500
Daihatsu Terios,Daihatsu,2017,109249,Bekasi,Automatic,Petrol,1500,Excellent,Partial Service Record,Minor Accident,Gray,1,92000000,1886000
Daihatsu Terios,Daihatsu,2018,27575,Jakarta Utara,Manual,Petrol,1500,Fair,Unknown,Never,Red,1,70000000,1435000
Hyundai Creta,Hyundai,2016,99710,Padang,Automatic,Petrol,1500,Excellent,Partial Service Record,Unknown,Red,3,205000000,4202500
Toyota Innova,Toyota,2024,8461,Pekanbaru,Manual,Hybrid,1000,Good,Unknown,Never,Silver,1,255000000,5227500
Honda Mobilio,Honda,2024,35574,Medan,Manual,Petrol,2400,Excellent,Partial Service Record,Never,Gray,1,242000000,4961000
Daihatsu Sigra,Daihatsu,2022,22066,Pekanbaru,Manual,Petrol,2000,Excellent,Full Service Record,Minor Accident,Silver,1,155000000,3177500
Daihatsu Xenia,Daihatsu,2014,125160,Jakarta Barat,Automatic,Petrol,2000,Good,Full Service Record,Never,White,1,93000000,1906500
Mitsubishi Outlander,Mitsubishi,2018,93221,Semarang,Automatic,Diesel,1000,Good,Unknown,Never,Black,1,228000000,4674000
Toyota Avanza,Toyota,2015,108823,Makassar,Automatic,Hybrid,2000,Excellent,Partial Service Record,Never,Blue,3,200000000,4100000
Daihatsu Terios,Daihatsu,2020,83571,Medan,Automatic,Petrol,1800,Good,Partial Service Record,Never,Blue,1,107000000,2193500
Hyundai Creta,Hyundai,2014,136954,Tangerang,Automatic,Electric,1000,Fair,Full Service Record,Never,Red,2,198000000,4059000
Honda HR-V,Honda,2015,164992,Padang,Automatic,Hybrid,1800,Good,Partial Service Record,Never,Blue,1,144000000,2952000
Daihatsu Terios,Daihatsu,2019,72665,Tangerang,Manual,Petrol,1500,Excellent,Full Service Record,Unknown,Blue,1,109000000,2234500
Nissan Livina,Nissan,2016,109626,Padang,Automatic,Petrol,2000,Excellent,Full Service Record,Never,White,2,133000000,2726500
Honda CR-V,Honda,2017,122479,Bandung,Automatic,Petrol,1300,Excellent,Full Service Record,Never,Gray,2,158000000,3239000
Mitsubishi Outlander,Mitsubishi,2024,12203,Depok,Automatic,Diesel,2000,Good,Full Service Record,Never,Black,1,290000000,5945000
Toyota Fortuner,Toyota,2019,111208,Jakarta Selatan,Manual,Hybrid,1800,Good,Full Service Record,Never,Red,1,210000000,4305000
Suzuki Baleno,Suzuki,2021,68692,Tangerang,Automatic,Hybrid,1500,Excellent,Partial Service Record,Minor Accident,Gray,1,195000000,3997500
Honda CR-V,Honda,2013,150530,Pekanbaru,Manual,Petrol,2400,Good,Partial Service Record,Never,Gray,1,127000000,2603500
Mitsubishi Xpander,Mitsubishi,2014,141105,Bogor,Manual,Petrol,2400,Excellent,Full Service Record,Never,Blue,3,200000000,4100000
Suzuki Baleno,Suzuki,2025,63312,Bekasi,Automatic,Hybrid,1800,Excellent,Full Service Record,Never,Gray,2,220000000,4510000
Toyota Rush,Toyota,2016,128795,Tangerang,Manual,Diesel,1500,Good,Full Service Record,Never,Blue,1,155000000,3177500
Hyundai Ioniq,Hyundai,2016,122708,Bogor,Manual,Petrol,1800,Excellent,Unknown,Never,Blue,1,162000000,3321000
Mazda Mazda2,Mazda,2014,141613,Bogor,Automatic,Petrol,1300,Excellent,Unknown,Unknown,Blue,1,225000000,4612500
Daihatsu Xenia,Daihatsu,2019,102668,Jakarta Utara,Automatic,Petrol,1800,Excellent,Partial Service Record,Never,White,1,119000000,2439500
Hyundai Ioniq,Hyundai,2024,4000,Surabaya,Automatic,Petrol,1000,Excellent,Full Service Record,Never,White,1,252000000,5166000
Suzuki Ertiga,Suzuki,2016,116738,Jakarta Selatan,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Gray,2,122000000,2501000
Hyundai Ioniq,Hyundai,2018,44994,Jakarta Barat,Automatic,Electric,1500,Fair,Full Service Record,Never,Red,2,255000000,5227500
Nissan X-Trail,Nissan,2012,158398,Bogor,Automatic,Petrol,1800,Fair,Partial Service Record,Never,Silver,1,96000000,1968000
Mazda Mazda3,Mazda,2013,171262,Pekanbaru,Automatic,Petrol,1000,Good,Partial Service Record,Minor Accident,White,2,202000000,4141000
Suzuki Ertiga,Suzuki,2021,84880,Pekanbaru,Automatic,Hybrid,1000,Excellent,Full Service Record,Never,Blue,2,168000000,3444000
Daihatsu Ayla,Daihatsu,2011,190907,Bandung,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,Blue,3,70000000,1435000
Nissan March,Nissan,2013,167519,Jakarta Selatan,Automatic,Petrol,1300,Good,Unknown,Never,Black,2,90000000,1845000
Hyundai Stargazer,Hyundai,2013,125113,Medan,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,White,2,185000000,3792500
Daihatsu Ayla,Daihatsu,2012,155789,Bekasi,Automatic,Petrol,1300,Good,Partial Service Record,Never,Black,1,70000000,1435000
Mitsubishi Outlander,Mitsubishi,2021,86539,Medan,Automatic,Diesel,1500,Good,Partial Service Record,Never,Black,1,252000000,5166000
Daihatsu Ayla,Daihatsu,2018,86570,Semarang,Automatic,Petrol,1500,Good,Full Service Record,Minor Accident,White,1,109000000,2234500
Mitsubishi Outlander,Mitsubishi,2023,33552,Bandung,Automatic,Petrol,1200,Good,Unknown,Never,White,2,248000000,5084000
Daihatsu Xenia,Daihatsu,2017,93499,Depok,Automatic,Petrol,1200,Good,Partial Service Record,Never,Gray,2,91000000,1865500
Hyundai Creta,Hyundai,2011,163192,Jakarta Barat,Automatic,Petrol,2400,Good,Full Service Record,Never,Gray,1,142000000,2911000
Hyundai Stargazer,Hyundai,2014,135535,Bekasi,Automatic,Electric,2000,Fair,Full Service Record,Never,Gray,1,185000000,3792500
Daihatsu Ayla,Daihatsu,2018,84100,Bogor,Automatic,Petrol,1200,Excellent,Unknown,Never,Silver,1,118000000,2419000
Mitsubishi Outlander,Mitsubishi,2014,161235,Depok,Automatic,Diesel,2400,Excellent,Partial Service Record,Never,White,1,210000000,4305000
Nissan March,Nissan,2023,39876,Pekanbaru,Automatic,Petrol,2000,Good,Full Service Record,Never,Blue,2,202000000,4141000
Toyota Calya,Toyota,2012,186339,Bogor,Automatic,Hybrid,2000,Fair,Unknown,Unknown,Blue,1,138000000,2829000
Suzuki Baleno,Suzuki,2022,23029,Surabaya,Automatic,Hybrid,1500,Excellent,Full Service Record,Never,Black,1,192000000,3936000
Daihatsu Sigra,Daihatsu,2014,166058,Jakarta Utara,Automatic,Petrol,1800,Good,Partial Service Record,Minor Accident,White,1,71000000,1455500
Hyundai Creta,Hyundai,2025,12386,Padang,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,White,3,258000000,5289000
Daihatsu Ayla,Daihatsu,2012,201108,Bandung,Manual,Petrol,2400,Excellent,Partial Service Record,Never,Black,2,89000000,1824500
Mazda Mazda2,Mazda,2023,35050,Jakarta Utara,Automatic,Petrol,1000,Good,Partial Service Record,Never,Silver,2,285000000,5842500
Mitsubishi Outlander,Mitsubishi,2013,129118,Bandung,Automatic,Petrol,1800,Good,Full Service Record,Never,Gray,2,150000000,3075000
Mitsubishi Pajero,Mitsubishi,2016,143115,Depok,Manual,Petrol,1300,Good,Unknown,Minor Accident,Blue,2,147000000,3013500
Daihatsu Xenia,Daihatsu,2014,141543,Makassar,Automatic,Petrol,1000,Good,Full Service Record,Never,Silver,2,70000000,1435000
Mazda Mazda3,Mazda,2012,129261,Padang,Automatic,Petrol,1300,Excellent,Unknown,Never,Blue,2,205000000,4202500
Suzuki Karimun,Suzuki,2019,86613,Tangerang,Automatic,Petrol,1500,Good,Partial Service Record,Never,White,1,132000000,2706000
Mazda CX-5,Mazda,2015,136162,Padang,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,White,1,218000000,4469000
Daihatsu Sigra,Daihatsu,2022,67370,Jakarta Selatan,Manual,Petrol,1800,Good,Full Service Record,Never,Silver,1,125000000,2562500
Toyota Fortuner,Toyota,2011,115425,Bogor,Automatic,Hybrid,1000,Excellent,Partial Service Record,Unknown,White,1,134000000,2747000
Nissan Livina,Nissan,2021,80679,Medan,Automatic,Petrol,2000,Excellent,Full Service Record,Never,Black,1,178000000,3649000
Suzuki XL7,Suzuki,2020,63457,Depok,Manual,Petrol,1000,Good,Partial Service Record,Minor Accident,Gray,1,102000000,2091000
Hyundai Stargazer,Hyundai,2017,142672,Tangerang,Automatic,Electric,1200,Fair,Unknown,Unknown,Gray,1,238000000,4879000
Mazda CX-5,Mazda,2011,149070,Medan,Automatic,Petrol,1500,Fair,Full Service Record,Never,Blue,2,148000000,3034000
Hyundai Creta,Hyundai,2023,45816,Bandung,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,Black,2,240000000,4920000
Mazda Mazda3,Mazda,2025,19410,Bekasi,Manual,Petrol,1800,Excellent,Partial Service Record,Never,White,1,305000000,6252500
Suzuki Baleno,Suzuki,2021,52401,Bekasi,Automatic,Hybrid,1800,Excellent,Full Service Record,Never,Gray,2,205000000,4202500
Suzuki Karimun,Suzuki,2023,22071,Surabaya,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Silver,1,175000000,3587500
Mazda Mazda2,Mazda,2015,125272,Bogor,Automatic,Petrol,1200,Good,Full Service Record,Minor Accident,Gray,1,205000000,4202500
Suzuki Karimun,Suzuki,2013,149759,Pekanbaru,Manual,Hybrid,1800,Excellent,Unknown,Never,Blue,3,110000000,2255000
Hyundai Ioniq,Hyundai,2016,97438,Bandung,Manual,Electric,2000,Good,Unknown,Unknown,Silver,3,255000000,5227500
Nissan X-Trail,Nissan,2015,149873,Pekanbaru,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,Red,3,139000000,2849500
Suzuki Karimun,Suzuki,2011,160340,Makassar,Manual,Petrol,1300,Good,Partial Service Record,Never,Black,1,70000000,1435000
Honda City,Honda,2023,54417,Bogor,Automatic,Hybrid,1000,Excellent,Full Service Record,Never,Red,2,252000000,5166000
Mazda Mazda3,Mazda,2025,4000,Semarang,Automatic,Petrol,1300,Good,Full Service Record,Never,White,1,305000000,6252500
Nissan Livina,Nissan,2018,92810,Makassar,Manual,Petrol,2400,Good,Full Service Record,Never,Red,1,142000000,2911000
Toyota Agya,Toyota,2013,153078,Bogor,Automatic,Hybrid,2400,Excellent,Full Service Record,Unknown,White,1,180000000,3690000
Honda HR-V,Honda,2022,47715,Semarang,Manual,Hybrid,1500,Good,Full Service Record,Never,Black,3,228000000,4674000
Mazda Mazda3,Mazda,2020,89213,Jakarta Selatan,Manual,Petrol,1800,Good,Full Service Record,Never,Black,1,240000000,4920000
Hyundai Creta,Hyundai,2020,68357,Semarang,Automatic,Electric,2000,Excellent,Partial Service Record,Minor Accident,Blue,2,305000000,6252500
Suzuki Baleno,Suzuki,2018,87757,Bekasi,Automatic,Petrol,1300,Good,Full Service Record,Never,White,1,124000000,2542000
Mazda Mazda2,Mazda,2014,140412,Padang,Manual,Petrol,2400,Excellent,Partial Service Record,Never,White,1,218000000,4469000
Toyota Fortuner,Toyota,2021,77658,Jakarta Selatan,Manual,Hybrid,1000,Excellent,Partial Service Record,Never,White,1,232000000,4756000
Honda HR-V,Honda,2024,4000,Jakarta Selatan,Manual,Petrol,1200,Excellent,Full Service Record,Never,Gray,1,218000000,4469000
Suzuki XL7,Suzuki,2024,5627,Padang,Manual,Hybrid,1200,Good,Full Service Record,Never,Silver,2,198000000,4059000
Mazda Mazda3,Mazda,2025,4000,Semarang,Automatic,Petrol,1300,Good,Full Service Record,Never,Red,1,295000000,6047500
Mazda Mazda2,Mazda,2019,120490,Surabaya,Automatic,Petrol,1000,Excellent,Full Service Record,Unknown,Gray,2,242000000,4961000
Hyundai Ioniq,Hyundai,2016,99124,Bekasi,Automatic,Electric,2400,Excellent,Full Service Record,Minor Accident,Blue,2,250000000,5125000
Toyota Fortuner,Toyota,2025,4000,Pekanbaru,Automatic,Hybrid,2400,Good,Unknown,Unknown,Blue,1,295000000,6047500
Mitsubishi Pajero,Mitsubishi,2023,21439,Tangerang,Manual,Petrol,1300,Excellent,Partial Service Record,Minor Accident,Silver,2,250000000,5125000
Honda HR-V,Honda,2011,168975,Tangerang,Automatic,Petrol,1000,Good,Full Service Record,Never,Red,1,98000000,2009000
Mitsubishi Xpander,Mitsubishi,2015,158378,Jakarta Barat,Manual,Diesel,1500,Excellent,Partial Service Record,Unknown,White,3,225000000,4612500
Toyota Yaris,Toyota,2022,39631,Bogor,Automatic,Petrol,1000,Excellent,Partial Service Record,Minor Accident,Black,1,218000000,4469000
Mitsubishi Pajero,Mitsubishi,2020,77251,Tangerang,Manual,Diesel,1000,Excellent,Partial Service Record,Unknown,Gray,2,222000000,4551000
Toyota Yaris,Toyota,2018,63765,Jakarta Utara,Manual,Hybrid,1200,Fair,Partial Service Record,Never,Red,1,170000000,3485000
Nissan Livina,Nissan,2016,123743,Surabaya,Automatic,Petrol,2000,Good,Full Service Record,Never,Blue,2,131000000,2685500
Honda CR-V,Honda,2022,18321,Bekasi,Automatic,Hybrid,2400,Excellent,Full Service Record,Never,Blue,2,272000000,5576000
Mitsubishi Xpander,Mitsubishi,2024,18355,Bandung,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,Silver,2,272000000,5576000
Mitsubishi Xpander,Mitsubishi,2024,10322,Surabaya,Automatic,Diesel,2000,Good,Full Service Record,Unknown,Blue,3,282000000,5781000
Mazda Mazda3,Mazda,2012,169048,Padang,Automatic,Petrol,1200,Excellent,Full Service Record,Never,White,1,210000000,4305000
Toyota Avanza,Toyota,2025,23419,Bandung,Automatic,Petrol,1000,Good,Partial Service Record,Never,Silver,1,235000000,4817500
Hyundai Ioniq,Hyundai,2023,11953,Makassar,Automatic,Electric,1500,Excellent,Partial Service Record,Never,Gray,1,310000000,6355000
Honda CR-V,Honda,2019,63544,Pekanbaru,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Silver,3,200000000,4100000
Mazda Mazda3,Mazda,2011,183484,Jakarta Utara,Automatic,Petrol,1200,Excellent,Full Service Record,Unknown,Blue,2,222000000,4551000
Hyundai Creta,Hyundai,2024,36371,Tangerang,Manual,Petrol,1800,Good,Partial Service Record,Never,White,1,252000000,5166000
Toyota Agya,Toyota,2017,133512,Medan,Automatic,Petrol,1300,Good,Full Service Record,Never,Silver,1,136000000,2788000
Daihatsu Ayla,Daihatsu,2011,171505,Jakarta Utara,Automatic,Petrol,1800,Good,Full Service Record,Never,Blue,1,70000000,1435000
Nissan Livina,Nissan,2024,4000,Medan,Automatic,Petrol,1300,Good,Partial Service Record,Never,Gray,1,195000000,3997500
Mitsubishi Outlander,Mitsubishi,2012,171359,Surabaya,Manual,Petrol,1800,Good,Partial Service Record,Never,White,1,145000000,2972500
Hyundai Creta,Hyundai,2024,9696,Tangerang,Automatic,Electric,1300,Excellent,Unknown,Never,Silver,3,320000000,6560000
Suzuki Ertiga,Suzuki,2023,19360,Jakarta Utara,Automatic,Hybrid,1200,Good,Full Service Record,Never,Red,1,198000000,4059000
Honda HR-V,Honda,2013,181347,Pekanbaru,Manual,Hybrid,1300,Excellent,Partial Service Record,Minor Accident,Silver,1,149000000,3054500
Mitsubishi Xpander,Mitsubishi,2023,47136,Bogor,Automatic,Diesel,1800,Good,Partial Service Record,Never,Blue,1,270000000,5535000
Hyundai Stargazer,Hyundai,2015,118894,Surabaya,Manual,Petrol,2400,Excellent,Full Service Record,Never,Blue,2,185000000,3792500
Honda CR-V,Honda,2025,11663,Surabaya,Automatic,Hybrid,2000,Fair,Full Service Record,Never,Gray,3,250000000,5125000
Nissan X-Trail,Nissan,2020,70457,Pekanbaru,Manual,Petrol,2400,Good,Full Service Record,Never,Blue,1,155000000,3177500
Mazda Mazda3,Mazda,2019,86971,Jakarta Barat,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Blue,2,258000000,5289000
Hyundai Stargazer,Hyundai,2017,100693,Depok,Automatic,Petrol,2000,Excellent,Unknown,Minor Accident,Gray,2,212000000,4346000
Honda HR-V,Honda,2019,49798,Bekasi,Automatic,Petrol,2000,Excellent,Full Service Record,Unknown,Blue,2,218000000,4469000
Daihatsu Sigra,Daihatsu,2024,6425,Bogor,Automatic,Petrol,1300,Excellent,Unknown,Minor Accident,Blue,1,168000000,3444000
Hyundai Ioniq,Hyundai,2016,110424,Jakarta Selatan,Manual,Electric,2000,Fair,Full Service Record,Never,Gray,1,230000000,4715000
Mazda CX-5,Mazda,2015,132506,Depok,Manual,Petrol,1300,Excellent,Full Service Record,Never,Red,1,220000000,4510000
Honda CR-V,Honda,2013,136518,Bogor,Automatic,Hybrid,1200,Excellent,Partial Service Record,Never,Red,1,155000000,3177500
Toyota Rush,Toyota,2024,27353,Jakarta Barat,Automatic,Petrol,1000,Good,Full Service Record,Never,Red,2,215000000,4407500
Mazda Mazda3,Mazda,2022,41137,Bandung,Automatic,Petrol,1200,Excellent,Unknown,Never,Gray,1,298000000,6109000
Mazda Mazda2,Mazda,2014,130329,Bogor,Manual,Petrol,1000,Excellent,Unknown,Never,Black,2,228000000,4674000
Daihatsu Ayla,Daihatsu,2020,49135,Padang,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Red,1,128000000,2624000
Hyundai Creta,Hyundai,2023,44036,Tangerang,Automatic,Electric,1300,Good,Unknown,Never,Black,1,305000000,6252500
Honda Brio,Honda,2016,127636,Bogor,Manual,Hybrid,1000,Excellent,Full Service Record,Never,Gray,3,198000000,4059000
Honda HR-V,Honda,2025,26403,Surabaya,Automatic,Petrol,2400,Good,Full Service Record,Unknown,Blue,1,250000000,5125000
Mitsubishi Pajero,Mitsubishi,2016,129887,Bekasi,Manual,Diesel,1000,Fair,Partial Service Record,Never,Black,1,195000000,3997500
Toyota Rush,Toyota,2016,131234,Semarang,Manual,Hybrid,1300,Excellent,Full Service Record,Never,Red,3,198000000,4059000
Hyundai Ioniq,Hyundai,2017,114877,Bandung,Automatic,Electric,1800,Fair,Full Service Record,Never,White,2,240000000,4920000
Suzuki XL7,Suzuki,2012,136348,Padang,Automatic,Petrol,1000,Excellent,Full Service Record,Never,White,2,93000000,1906500
Mitsubishi Xpander,Mitsubishi,2024,18975,Jakarta Selatan,Automatic,Petrol,2400,Good,Full Service Record,Never,Black,1,270000000,5535000
Suzuki Ertiga,Suzuki,2023,10217,Depok,Automatic,Petrol,1800,Good,Full Service Record,Never,Blue,3,170000000,3485000
Toyota Agya,Toyota,2020,96645,Bandung,Automatic,Hybrid,1800,Fair,Partial Service Record,Never,Blue,1,210000000,4305000
Suzuki Ertiga,Suzuki,2015,131747,Depok,Automatic,Petrol,1300,Excellent,Full Service Record,Unknown,Silver,1,78000000,1599000
Hyundai Creta,Hyundai,2016,142855,Depok,Manual,Petrol,1800,Good,Full Service Record,Unknown,Gray,1,155000000,3177500
Daihatsu Ayla,Daihatsu,2020,53454,Pekanbaru,Automatic,Petrol,2400,Good,Partial Service Record,Never,Silver,1,141000000,2890500
Mazda Mazda2,Mazda,2014,142346,Bandung,Automatic,Petrol,1200,Good,Unknown,Unknown,Black,2,210000000,4305000
Toyota Rush,Toyota,2014,148740,Semarang,Manual,Diesel,2400,Fair,Full Service Record,Unknown,Blue,2,126000000,2583000
Nissan Livina,Nissan,2013,150043,Tangerang,Automatic,Petrol,1800,Excellent,Full Service Record,Minor Accident,Red,1,101000000,2070500
Mazda Mazda2,Mazda,2023,39380,Makassar,Automatic,Petrol,1300,Good,Full Service Record,Never,Gray,3,278000000,5699000
Honda CR-V,Honda,2024,50678,Bandung,Automatic,Hybrid,1300,Good,Partial Service Record,Never,Blue,1,250000000,5125000
Hyundai Stargazer,Hyundai,2011,161425,Makassar,Manual,Electric,1800,Excellent,Full Service Record,Never,Red,1,218000000,4469000
Honda CR-V,Honda,2020,24517,Jakarta Barat,Automatic,Petrol,2000,Good,Full Service Record,Never,Silver,1,210000000,4305000
Mazda CX-5,Mazda,2025,40811,Padang,Automatic,Petrol,2400,Fair,Unknown,Minor Accident,Gray,1,290000000,5945000
Toyota Yaris,Toyota,2016,105750,Jakarta Utara,Automatic,Petrol,1800,Good,Full Service Record,Never,Black,1,168000000,3444000
Suzuki Ertiga,Suzuki,2017,128204,Jakarta Selatan,Automatic,Hybrid,2000,Excellent,Unknown,Never,Silver,2,185000000,3792500
Mitsubishi Outlander,Mitsubishi,2012,179734,Bandung,Automatic,Diesel,2000,Excellent,Partial Service Record,Unknown,Gray,1,172000000,3526000
Honda City,Honda,2018,92099,Depok,Automatic,Hybrid,1500,Good,Partial Service Record,Never,Red,2,190000000,3895000
Suzuki Ertiga,Suzuki,2020,78846,Makassar,Automatic,Hybrid,2000,Excellent,Full Service Record,Never,Gray,1,182000000,3731000
Toyota Calya,Toyota,2019,63470,Bandung,Automatic,Petrol,1800,Excellent,Full Service Record,Never,White,1,212000000,4346000
Daihatsu Ayla,Daihatsu,2016,121546,Jakarta Utara,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Blue,1,116000000,2378000
Nissan X-Trail,Nissan,2022,58692,Bandung,Automatic,Petrol,1300,Excellent,Full Service Record,Unknown,Blue,1,190000000,3895000
Mitsubishi Pajero,Mitsubishi,2021,46062,Jakarta Utara,Automatic,Diesel,1200,Good,Partial Service Record,Minor Accident,Silver,1,242000000,4961000
Hyundai Ioniq,Hyundai,2022,41154,Bogor,Automatic,Electric,1800,Good,Full Service Record,Never,Blue,1,300000000,6150000
Nissan Livina,Nissan,2025,17626,Makassar,Automatic,Petrol,2000,Good,Unknown,Never,Gray,1,212000000,4346000
Mitsubishi Xpander,Mitsubishi,2024,47818,Bogor,Automatic,Diesel,1300,Excellent,Partial Service Record,Never,Silver,2,280000000,5740000
